Truck Number,Style,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Claim Number,Scale Claim Cost,Scale Labor Cost,claim_flag
Truck 61,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 44920,0.0,0.0,0
Truck 61,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 98590,0.0,0.0,0
Truck 62,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 63,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 90235,0.0,0.0,0
Truck 63,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 107461,0.0,0.0,0
Truck 64,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 4194,0.0,0.0,0
Truck 64,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 44276,0.0,0.0,0
Truck 65,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 18729,0.0,0.0,0
Truck 65,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 54458,0.0,0.0,0
Truck 65,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 114658,0.0,0.0,0
Truck 66,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 67,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 44317,0.0,0.0,0
Truck 67,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 51406,0.0,0.0,0
Truck 67,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 56450,0.0,0.0,0
Truck 67,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 59260,0.0,0.0,0
Truck 67,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 108824,0.0,0.0,0
Truck 68,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 16934,0.0,0.0,0
Truck 68,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 45670,0.0,0.0,0
Truck 68,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 50007,0.0,0.0,0
Truck 68,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 67540,0.0,0.0,0
Truck 69,Style 1,Option 3,Option 84,Option 181,Option 206,Option 266,Option283,Option 291,Option 295,Claim 104613,0.0,0.0,0
Truck 70,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 26485,0.0,0.0,0
Truck 70,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 39172,0.0,0.0,0
Truck 70,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 48733,0.0,0.0,0
Truck 70,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 111313,0.0,0.0,0
Truck 71,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 83876,0.0,0.0,0
Truck 71,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 116861,0.0,0.0,0
Truck 72,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 48046,0.0,0.0,0
Truck 73,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 60589,0.0,0.0,0
Truck 74,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 42529,0.0,0.0,0
Truck 75,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 33599,0.0,0.0,0
Truck 75,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 94768,0.0,0.0,0
Truck 76,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 77,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 32467,0.0,0.0,0
Truck 77,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 51545,0.0,0.0,0
Truck 77,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 55149,0.0,0.0,0
Truck 78,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 1402,0.0,0.0,0
Truck 78,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 34380,0.0,0.0,0
Truck 78,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 92633,0.0,0.0,0
Truck 78,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 105652,0.0,0.0,0
Truck 78,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 116223,0.0,0.0,0
Truck 79,Style 1,Option 8,Option 85,Option 181,Option 206,Option 266,Option 282,Option 291,Option 296,Claim 113059,0.0,0.0,0
Truck 80,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 81,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 3307,0.0,0.0,0
Truck 81,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 7227,0.0,0.0,0
Truck 81,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 27523,0.0,0.0,0
Truck 81,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 83432,0.0,0.0,0
Truck 81,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 107974,0.0,0.0,0
Truck 82,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 83,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 782,0.0,0.0,0
Truck 83,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 10332,0.0,0.0,0
Truck 83,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 13091,0.0,0.0,0
Truck 83,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 37548,0.0,0.0,0
Truck 83,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 107830,0.0,0.0,0
Truck 84,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 3310,0.0,0.0,0
Truck 84,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 37170,0.0,0.0,0
Truck 84,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 85225,0.0,0.0,0
Truck 85,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 45091,0.0,0.0,0
Truck 86,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 87,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 24511,0.0,0.0,0
Truck 87,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 24846,0.0,0.0,0
Truck 87,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 99946,0.0,0.0,0
Truck 88,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 79603,0.0,0.0,0
Truck 88,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 95690,0.0,0.0,0
Truck 89,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 12077,0.0,0.0,0
Truck 89,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 24855,0.0,0.0,0
Truck 90,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 91,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 32657,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 52551,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 54598,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 95699,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 97009,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 106277,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 108761,0.0,0.0,0
Truck 92,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 110567,0.0,0.0,0
Truck 93,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 55897,0.0,0.0,0
Truck 94,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 32438,0.0,0.0,0
Truck 94,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 33220,0.0,0.0,0
Truck 94,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 62324,0.0,0.0,0
Truck 95,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 49936,0.0,0.0,0
Truck 95,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 57278,0.0,0.0,0
Truck 95,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 63816,0.0,0.0,0
Truck 95,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 87059,0.0,0.0,0
Truck 96,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89700,0.0,0.0,0
Truck 97,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 71361,0.0,0.0,0
Truck 97,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89695,0.0,0.0,0
Truck 97,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 95698,0.0,0.0,0
Truck 98,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 18636,0.0,0.0,0
Truck 98,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89691,0.0,0.0,0
Truck 99,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89689,0.0,0.0,0
Truck 100,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 71437,0.0,0.0,0
Truck 100,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 90075,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 8226,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 30120,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 86039,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89784,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 95696,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 99308,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 101772,0.0,0.0,0
Truck 101,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 104922,0.0,0.0,0
Truck 102,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,,0.0,0.0,0
Truck 103,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 7084,0.0,0.0,0
Truck 103,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 36481,0.0,0.0,0
Truck 103,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89692,0.0,0.0,0
Truck 103,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89779,0.0,0.0,0
Truck 104,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 288,0.0,0.0,0
Truck 104,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 9527,0.0,0.0,0
Truck 104,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 18637,0.0,0.0,0
Truck 104,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 82455,0.0,0.0,0
Truck 104,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 85393,0.0,0.0,0
Truck 104,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89698,0.0,0.0,0
Truck 105,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 52047,0.0,0.0,0
Truck 105,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 79324,0.0,0.0,0
Truck 105,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 122062,0.0,0.0,0
Truck 106,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 9530,0.0,0.0,0
Truck 106,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 10657,0.0,0.0,0
Truck 106,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 18640,0.0,0.0,0
Truck 106,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 26087,0.0,0.0,0
Truck 106,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 42680,0.0,0.0,0
Truck 106,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 95694,0.0,0.0,0
Truck 107,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 8218,0.0,0.0,0
Truck 107,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 9528,0.0,0.0,0
Truck 107,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 18639,0.0,0.0,0
Truck 107,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 51544,0.0,0.0,0
Truck 108,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 9534,0.0,0.0,0
Truck 108,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 89781,0.0,0.0,0
Truck 109,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 16316,0.0,0.0,0
Truck 109,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 20600,0.0,0.0,0
Truck 109,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 29274,0.0,0.0,0
Truck 109,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 114669,0.0,0.0,0
Truck 110,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 67659,0.0,0.0,0
Truck 110,Style 1,Option 9,Option 84,Option 181,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 83111,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 12235,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 12236,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 13090,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 16120,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 19494,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 37163,0.0,0.0,0
Truck 111,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 51541,0.0,0.0,0
Truck 112,Style 1,Option 9,Option 84,Option 182,Option 210,Option 266,Option 282,Option 291,Option 296,Claim 101539,0.0,0.0,0
Truck 113,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 20089,0.0,0.0,0
Truck 113,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 25137,0.0,0.0,0
Truck 113,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 106246,0.0,0.0,0
Truck 113,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 107103,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 17597,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 44297,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 48982,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 61800,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 64609,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 72032,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 97045,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 105273,0.0,0.0,0
Truck 114,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 119547,0.0,0.0,0
Truck 115,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 4455,0.0,0.0,0
Truck 115,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 11978,0.0,0.0,0
Truck 115,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 21234,0.0,0.0,0
Truck 115,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 35343,0.0,0.0,0
Truck 115,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 47787,0.0,0.0,0
Truck 115,Style 1,Option 7,Option 85,Option 181,Option 205,Option 266,Option283,Option 291,Option 295,Claim 106247,0.0,0.0,0
